origin_tweet_full_text,retweet_count
"@DamarJuniarto Semoga segera lekas sembuh untuk Suster dan Perawat di Biara St. Anba, doa yang sama untuk siapa pun yang sedang berjuang menghadapi wabah penyakit ini. 🙏🏻",0
"Menkes Budi Gunadi Sadikin menyatakan, vaksinasi Covid-19 harus dilakukan cepat dengan target waktu penyelesaian vaksinasi sekitar 12 bulan. Ini tujuannya.  #KAMUHARUSTAU  https://t.co/fD1gL7NlYe",0
Sobat😿😿😿😿 https://t.co/C10htsnD8o,0
"Sunshine tutup pulak ada kes Covid, aku baru nak p cari hamper raya cina kat doktor haih malas nak p sampai ke Tesco nuuuuuu",0
HMM pantatnya dimaskerin https://t.co/ejqC3KJv0f,0
gak ngerti lg siii https://t.co/7vhXqFHSaH,0
Apa juga covid😑 https://t.co/IXydid9D1H https://t.co/3LhsGv4JUl,0
"STOP COVID-19  Gunakanlah selalu masker saat sedang beraktifitas demi kebaikan kita bersama  BERSAMA RAKYAT, INDONESIA KUAT  #humaspolseksungaiselan  #polseksungaiselan  #polresbangkatengah  #poldababel  #polisipoldababel  #divisihumaspolri https://t.co/D6NrtAgZQx",0
"Freeport Ajukan Vaksinasi Covid-19 Mandiri, Pemda Mimika Mendukung - https://t.co/KkNhVahy4g",0
Covid kapan kelar sih anjir?! Gue kangen makan di Ibu Imas 😭,0
"Kau memang pukimak la orang tua. Gentle aku cakap. Kalau my family or someone yang aku kenal +ve covid, you’re fucking dumbfuck https://t.co/1bRgMSIZKV",0
"buat yg ga percaya sama covid dan bilang itu buat politik, ANJING LO BANGSAT ASUUU LO TOLOL BEGO",0
tetangga depan rumah gue ada yg kena covid😔,0
Covid tuh bener2 menghambat ekonomi bgt ya parah.,0
Search google rn:  Cara memberantas hoax ttg covid dan vaksin di grup WA keluarga...  ☺🙂,0
Kapolri melaksanakan silaturahmi untuk moderasi beragama dan pandemi covid 19 #SilaturahmiKapolri https://t.co/yT6DDovBsP,0
"Persempit Penyebaran Covid-19 di Kab. Bandung, Petugas Gabungan Sasar Pendatang di Akses Keluar Tol Soroja https://t.co/cHekK3hxUP",0
Kampung-kampung di Yogya bergerak Bangun Selter Isolasi Mandiri Covid-19 https://t.co/rCiJatzQhd via @yogyakartacity,0
"Teman, adakah yang beralih dari laptop ke all-in-one PC saat WFH panjang akibat pandemi Covid-19? Berbagi cerita dong.  Saya mulai mempertimbangkan ke arah sana. Saya terakhir kali punya PC kira-kira 21 tahun lalu. 😅",0
Kalo nggak ada Covid udah ke IGD Rspi dah ni minta doping😭,0
Cakep tak.... Pilkada kemaren gak masuk kategori😀😃 #SupportICCForKM50 #SupportICCForKM50  Presiden juga beralasan pandemi Covid-19 belum usai. Pemerintah ingin lebih fokus pada pemulihan ekonomi ketimbang mengurusi pilkada. https://t.co/mFy4sdgyxS,0
Anggota Polsek Sungsang membagikan masker kepada masyarakat Sungsang guna pencegahan penyebaran Covid 19 https://t.co/gsqbOhxWgj,0
"Hallo Kawan JM  Patuhi protokol kesehatan untuk memutus penyebaran Covid-19, buat Kawan JM yang beraktivitas dimanapun dan kapanpun jangan lupa untuk 3M ya!  1. Memakai masker 2. Menjaga jarak 3. Mencuci tangan  Yuk bersama-sama kita cegah penyebaran Covid-19! https://t.co/JekqdIp3Ba",0
@jokowi Mantap,0
KPK Ungkap Cara Vendor Dapat Jatah Lebih dalam Pengadaan Bansos Covid-19 https://t.co/m98KfRGAyo,0
Gak ngerti lagi aku gak ngertiii https://t.co/ayubqPvasa,0
"@fahiraidris @DPDRI @DKIJakarta @republikaonline @kumparan @aniesbaswedan @CNNIndonesia @kompascom @rmol_id @muhammadhamim Subhanallah.
Semoga sehat selalu bu.
Serta makin penuh berkah..",0
"@DamarJuniarto smoga lekas sembuh dan 
di sehatkan kembali...tetap semangat 💪",0
Anggaran proyek @Chitara_Aldip https://t.co/Jm86JNg5go,0
Sopankah begitu? https://t.co/LBbRGX4yJv,0
@Relawananies Gubernur Indonesia😍😍😍,0
"MasyaAllah... sulit menandingi kecerdasan beliau... tak heran banyak yang gunakan cara-cara tidak fair untuk menjegal beliau... ""bukan retorik tapi kenyataan""... https://t.co/Vr4sdy99jK",0
@WiberMelayu6 Terima kasih banyak Sahabatku atas doanya 🙏 salam hormat untuk seluruh keluarga ya...,0
ilustrasi aliran dana bantuan pemerintah. https://t.co/w9IiqsJKOb,0
Semoga kita semua selalu dalam lindungan Allah aaamiiinn https://t.co/ie3flm3efZ,0
dan segala dana apapun dari pusat 🙃 https://t.co/qPlPGunmHJ,0
Rakyat sisanya yang BS gitu yaa https://t.co/gdLqgCiZgT,0
"Sudah dua pekan vaksinasi masal berjalan, selama dua pekan jugalah emiten saham farmasi tersungkur ARB berturut turut. https://t.co/CTSb5A3bli",0
Semangat Pak... https://t.co/TwlkVLfQTO,0
Kurang bagus vaccine nya atau gmna pak? https://t.co/mzlANC8yWA,0
@Relawananies Gubernur gw bukan kaleng2. #AniesKeren,0
"@Relawananies Yakin Deh, Kaum OD Otak Dikit Nggak Bakalan Paham Walaupun Bang @aniesbaswedan Gubernur @DKIJakarta Menjelaskan Hingga 1000 Kali Tetep Saja Gagal Paham 1001 Para OD Otak Dikit yang Nyinyir Hingga Nyonyor Selama ini 😔😔😔",0
"Helo @gerindradpddki denger nih..
Pilkada masih jauh boss https://t.co/nDN3s4WbE7",0
@Relawananies Dki menjadi contoh bagi daerah2 dlm penanganan covid 2019..the best bang anis,0
Seriusnya bukan retorik kayak.. Pokoknya mantap pak Anies!! https://t.co/tWZkcafGbG,0
Keren gubernur gw https://t.co/GouJGnpgQO,0
"Semoga seluruh suster dan nurse yg terpapar lekas pulih dan baik2 saja, dan transmisi bisa dikendalikan/tidak menular ke yg lain. https://t.co/771ymF8bH1",0
Yang nanya : *Joget ubur-ubur lagi dong* 💃🏻🕺🏿 https://t.co/eHfYT9AjQy,0
"Difitnah ""Menyerah Hadapi Covid"", jawaban Anies ini Bikin CETAAARRRR !!! https://t.co/t8cwJG8TwZ https://t.co/8YaX2ICU5b",0
"@Relawananies @msaid_didu Apakabar rumah sakit cpvid di p galang yahhh..?
Ada yg tau kabarnya..?",0
"@Relawananies Itu presenter semangat banget nanya nya 😂
Dasar metro",0
@Relawananies Hebat lah pak Anies... Maju terus...,0
"@Relawananies Tolong diinfo min, kalo ada data pasien covid di jkt. Itu malah banyak warga bodetabek",0
@Relawananies Manusia cerdas !!!,0
@Relawananies @1jalanhijrah Maksain banget buat naekin PLT,0
@Relawananies @Tiwik_221 Nyesel gue nanya........jawabnya nusuk banget.,0
"@Relawananies Fitnah makin kencang menghadapi pilkada, masih dendam",0
Sudah dua pekan juga berarti emiten farmasi tumbang dihajar ARB setiap hari~~ https://t.co/48ZDHqJXhO,0
Pak Jokowi ga make kaos dalam model gini pas pakai kemeja kan pak?? 🥲 https://t.co/ftrSGuqwrY,0
@Relawananies @msaid_didu Mkn maksudnya buka ke p anies/ dki,0
Minta bantuanya untuk disebarluaskan @efenerr @hrdbacot 🙏,0
"@jaaaaakk haiii aku ada meja rias yang cantik banget lhoo, bisa digantung di tembok atau diletakkan di atas meja sesuai keinginan kamu~

meja rias 154k

bisa syopiii yaaa~~~ https://t.co/9x25ENWcc1",0
"Kayaknya bapak bapak indo emng begini semua. Singlet putih trs sarungan, mungkin karena lagi mau ngantor makanya ganti celana trs jaketan ajah, so pasti pamit sm ibukk dulu😂😂 https://t.co/SLoYmD62hZ",0
"@aniesbaswedan @hum_initiative @dinkesJKT Allahamdulillah, selamat Pak  Gubernur Amies, dan para pembatunya atas jerja jerasnya lanjutken bejerha dbg tulus ikkas ubtuk rajyst jskarta semiga Allah memudahkan aamiin.",0
Yang terbaik untuk suster! Dalam perlindungan Yang Mahakuasa... 🤗 https://t.co/8hBy1KbLGm,0
"Semoga semuanya sembuh. 🙏
. https://t.co/lBmzAjJY7d",0
Semoga lekas sembuh.. https://t.co/vF2vEjOPHN,0
Tebak partai https://t.co/Y3MHEgCJLT,0
Sehat sehat selalu ya Pak @jokowi 🙏🙂🙂 https://t.co/DtLYDIZ1gz,0
Aliran dana dari owner menuju subkon 🤣 https://t.co/3LU9wSlfPJ,0
udah kek game running man https://t.co/22RnxrLYRo,0
Kok bener bangeet https://t.co/KD1e0jLR9m,0
Tangkap Madam. https://t.co/h0D76DkU70,0
Ga ikutan ya https://t.co/vJjuAliu24,0
emangnya pusat bisa apa!? https://t.co/eNL3GEPi66,0
"Semoga cepet sembuh
Aamiin https://t.co/DmzRtebPjK",0
Salfok samaa singlet bapak 😅 https://t.co/thQI1sIsro,0
"@DamarJuniarto Semoga lekas sembuh
🙏",0
@DamarJuniarto Semoga semuanya baik2 saja....🙏🙏🙏,0
Cara mendapatkan bantuan dari Bunda Fahira bagaimana ya Bun..? Terima Kasih https://t.co/MulvQVzurJ,0
"Style bapak keren, jaket langsung kutang 👍 https://t.co/J2nLZHioHa",0
Alhamdulillah https://t.co/GSk9Y8HrFA,0
"Mudah""an Pak @jokowi dan jajaran kabinetnya serta seluruh anggota parlemen mengikuti langkah bu @fahiraidris https://t.co/wsueKzSOpq",0
"INI BARU KEREN!!! @fahiraidris 2 JEMPOL DAN PATUT DITIRU, KHUSUSNYA PEJABAT PUBLIK LAINNYA. https://t.co/xzOyVmPR7I",0
"@fahiraidris @DPDRI @DKIJakarta @republikaonline @kumparan @aniesbaswedan @CNNIndonesia @kompascom @rmol_id @muhammadhamim Alhamdulillah, barakallah Bu....",0
@fahiraidris @DPDRI @DKIJakarta @republikaonline @kumparan @aniesbaswedan @CNNIndonesia @kompascom @rmol_id @muhammadhamim subhanallah.,0
"@fahiraidris @DPDRI @DKIJakarta @republikaonline @kumparan @aniesbaswedan @CNNIndonesia @kompascom @rmol_id @muhammadhamim Sy selalu lihat pesan ini, jd gak enak perasaan, jgn sampai tidak bermakna disisi Allah. Mohon maaf",0
"@fahiraidris @DPDRI @DKIJakarta @republikaonline @kumparan @aniesbaswedan @CNNIndonesia @kompascom @rmol_id @muhammadhamim Sedekah itu penolak bala bencana baik di dunia maupun di akhirat bagi para pelaksananya, seperti Bu Fahira ini. Karena itu, paceklik dan kekeringan selalu Nabi kaitkan dg sikap kikir masyarakat.",0
@fahiraidris @DPDRI @DKIJakarta @republikaonline @kumparan @aniesbaswedan @CNNIndonesia @kompascom @rmol_id @muhammadhamim Masyaallah Sehat selalu bu Dewan🙏,0
Jorok https://t.co/zY6zMaqTKD,0
@aniesbaswedan @hum_initiative @dinkesJKT Nyerah jg https://t.co/AUHAnTD3DP,0
#SilaturahmiKapolri ke Muhammadiyah membahas Moderasi Beragama dan Pandemi Covid19  menuju Polri Presisi https://t.co/GQx6pNI6rc,0
